"cell_id","median_s_base","rmse_te_base","median_s_iter","rmse_te_iter","speedup","pct","rmse_delta","digest_ok","coef_linf","lambda_delta"
"n1500_p10__autotune_fast",50.8712932810304,3.03094515214982,37.9159965670551,3.03094515214982,1.34168419366384,34.1684193663843,0,TRUE,0,0
"n1500_p10__default",0.533890101592988,3.03094515214982,0.497808490996249,3.03094515214982,1.07248090631104,7.24809063110388,0,TRUE,0,0
"n1500_p10__gcv",0.403297424491029,3.03094972276856,0.353380466520321,3.03094972276856,1.14125556645004,14.1255566450044,0,TRUE,0,0
"n400_p5__autotune_fast",1.45601696503581,3.31166859875787,0.758488239080179,3.31166859875787,1.91963024608204,91.9630246082036,0,TRUE,0,0
"n400_p5__default",0.311057791521307,3.31166859875787,0.293514852994122,3.31166859875787,1.05976848649474,5.97684864947425,0,TRUE,0,0
"n400_p5__gcv",0.0334336675005034,3.30863146788391,0.0262693995609879,3.30863146788391,1.27272294225388,27.272294225388,0,TRUE,0,0
"n800_p10__autotune_fast",8.23452981607988,3.31368260412986,5.52627920208033,3.31368260412986,1.490067641349,49.0067641349002,0,TRUE,0,0
"n800_p10__default",0.155575206037611,3.30289375041536,0.161902551422827,3.30289375041536,0.960918803751946,-3.90811962480542,0,TRUE,0,0
"n800_p10__gcv",0.112261033034883,3.30289727744348,0.125732867512852,3.30289727744348,0.892853517584879,-10.7146482415121,0,TRUE,0,0
